-4.	-1.	-1.	-1.
-3.9877580330607203	-1.	-1.	-0.95
-3.9764907281094892	-1.	-1.	-0.9
-3.966853199669118	-1.	-1.	-0.85
-3.95947273229718	-1.	-1.	-0.8
-3.9548290448583394	-1.	-1.	-0.75
-3.953046600489299	-1.	-1.	-0.7
-3.954150753514062	-1.	-1.	-0.6499999999999999
-3.957804995626279	-1.	-1.	-0.6
-3.96360023252069	-1.	-1.	-0.55
-3.970846792148189	-1.	-1.	-0.5
-3.97901166026654	-1.	-1.	-0.44999999999999996
-3.9872174411958086	-1.	-1.	-0.3999999999999999
-3.994982924431851	-1.	-1.	-0.35
-4.00154307425285	-1.	-1.	-0.29999999999999993
-4.006624971656074	-1.	-1.	-0.25
-4.0098666753719305	-1.	-1.	-0.19999999999999996
-4.011257472786523	-1.	-1.	-0.1499999999999999
-4.010912194198915	-1.	-1.	-0.09999999999999998
-4.009108581036802	-1.	-1.	-0.04999999999999993
-4.006265341823458	-1.	-1.	0.
-4.0024640749390095	-1.	-1.	0.050000000000000044
-3.988559613554644	-1.	-1.	0.10000000000000009
-3.775686290474759	-1.	-1.	0.15000000000000013
-1.3615210800927855	-1.	-1.	0.20000000000000018
1.6345420481103499	-1.	-1.	0.25
1.9736874122459893	-1.	-1.	0.30000000000000004
2.003414995405219	-1.	-1.	0.3500000000000001
2.019641593187113	-1.	-1.	0.40000000000000013
2.0365120866491653	-1.	-1.	0.4500000000000002
2.0533209101076144	-1.	-1.	0.5
2.0685828339007286	-1.	-1.	0.55
2.0808523208101612	-1.	-1.	0.6000000000000001
2.088783281905653	-1.	-1.	0.6500000000000001
2.0915442720744837	-1.	-1.	0.7000000000000002
2.0886108763642808	-1.	-1.	0.75
2.0796999390045037	-1.	-1.	0.8
2.065497416026926	-1.	-1.	0.8500000000000001
2.046687106734658	-1.	-1.	0.9000000000000001
2.0243706915033233	-1.	-1.	0.9500000000000002
2.	-1.	-1.	1.
-4.	-0.92	-1.	-1.
-3.9878930051735866	-0.92	-1.	-0.95
-3.9763173153698887	-0.92	-1.	-0.9
-3.9659773489554206	-0.92	-1.	-0.85
-3.95758616371983	-0.92	-1.	-0.8
-3.9517961647300535	-0.92	-1.	-0.75
-3.948872729528657	-0.92	-1.	-0.7
-3.949033843661946	-0.92	-1.	-0.6499999999999999
-3.952060610514071	-0.92	-1.	-0.6
-3.9576799705387415	-0.92	-1.	-0.55
-3.965266815637461	-0.92	-1.	-0.5
-3.9743336696601164	-0.92	-1.	-0.44999999999999996
-3.9839610164767367	-0.92	-1.	-0.3999999999999999
-3.9936322381051834	-0.92	-1.	-0.35
-4.002418160077282	-0.92	-1.	-0.29999999999999993
-4.009955330498272	-0.92	-1.	-0.25
-4.015640480749462	-0.92	-1.	-0.19999999999999996
-4.019347932340966	-0.92	-1.	-0.1499999999999999
-4.020961689173707	-0.92	-1.	-0.09999999999999998
-4.020649369185742	-0.92	-1.	-0.04999999999999993
-4.018676015773231	-0.92	-1.	0.
-4.015104983709057	-0.92	-1.	0.050000000000000044
-4.001056196869275	-0.92	-1.	0.10000000000000009
-3.7868097720672647	-0.92	-1.	0.15000000000000013
-1.3135785390368784	-0.92	-1.	0.20000000000000018
1.6642742370959562	-0.92	-1.	0.25
1.978769821759539	-0.92	-1.	0.30000000000000004
2.00109340456486	-0.92	-1.	0.3500000000000001
2.0120698241493344	-0.92	-1.	0.40000000000000013
2.0247515314511393	-0.92	-1.	0.4500000000000002
2.038605307875944	-0.92	-1.	0.5
2.0522148136413936	-0.92	-1.	0.55
